# Data from simulation of 500 agents with various levels         of sheltering or mask usage
time,percent sheltering,percent wearing masks,infected,        exposed,recovered,infected with mask,susceptible with mask,        infected symptomatic,infected asymptomatic,new infected,percent asymptomatic
1354,0.8,0.4,30,1,422,21,21,0,30,0,4
1355,0.8,0.4,30,1,422,21,21,0,30,0,4
1356,0.8,0.4,29,1,423,20,21,0,29,0,4
1357,0.8,0.4,28,1,424,20,21,0,28,0,4
1358,0.8,0.4,28,1,424,20,21,0,28,0,4
1359,0.8,0.4,28,1,424,20,21,0,28,0,4
1360,0.8,0.4,28,1,424,20,21,0,28,0,4
1361,0.8,0.4,28,1,424,20,21,0,28,0,4
1362,0.8,0.4,28,1,424,20,21,0,28,0,4
1363,0.8,0.4,28,1,424,20,21,0,28,0,4
1364,0.8,0.4,28,1,424,20,21,0,28,0,4
1365,0.8,0.4,28,1,424,20,21,0,28,0,4
1366,0.8,0.4,26,1,426,18,21,0,26,0,4
1367,0.8,0.4,26,1,426,18,21,0,26,0,4
1368,0.8,0.4,26,1,426,18,21,0,26,0,4
1369,0.8,0.4,25,1,427,17,21,0,25,0,4
1370,0.8,0.4,24,1,428,16,21,0,24,0,4
1371,0.8,0.4,23,1,429,16,21,0,23,0,4
1372,0.8,0.4,22,1,430,16,21,0,22,0,4
1373,0.8,0.4,22,1,430,16,21,0,22,0,4
1374,0.8,0.4,21,1,431,15,21,0,21,0,4
1375,0.8,0.4,21,1,431,15,21,0,21,0,4
1376,0.8,0.4,20,1,432,14,21,0,20,0,4
1377,0.8,0.4,20,1,432,14,21,0,20,0,4
1378,0.8,0.4,19,1,433,14,21,0,19,0,4
1379,0.8,0.4,19,1,433,14,21,0,19,0,4
1380,0.8,0.4,19,1,433,14,21,0,19,0,4
1381,0.8,0.4,19,1,433,14,21,0,19,0,4
1382,0.8,0.4,18,1,434,14,21,0,18,0,4
1383,0.8,0.4,18,1,434,14,21,0,18,0,4
1384,0.8,0.4,17,1,435,14,21,0,17,0,4
1385,0.8,0.4,17,1,435,14,21,0,17,0,4
1386,0.8,0.4,16,1,436,13,21,0,16,0,4
1387,0.8,0.4,16,1,436,13,21,0,16,0,4
1388,0.8,0.4,16,1,436,13,21,0,16,0,4
1389,0.8,0.4,15,1,437,12,21,0,15,0,4
1390,0.8,0.4,14,1,438,12,21,0,14,0,4
1391,0.8,0.4,14,1,438,12,21,0,14,0,4
1392,0.8,0.4,13,1,439,11,21,0,13,0,4
1393,0.8,0.4,13,1,439,11,21,0,13,0,4
1394,0.8,0.4,13,1,439,11,21,0,13,0,4
1395,0.8,0.4,13,1,439,11,21,0,13,0,4
1396,0.8,0.4,13,1,439,11,21,0,13,0,4
1397,0.8,0.4,13,1,439,11,21,0,13,0,4
1398,0.8,0.4,13,1,439,11,21,0,13,0,4
1399,0.8,0.4,12,1,440,11,21,0,12,0,4
1400,0.8,0.4,12,1,440,11,21,0,12,0,4
1401,0.8,0.4,12,1,440,11,21,0,12,0,4
1402,0.8,0.4,12,1,440,11,21,0,12,0,4
1403,0.8,0.4,12,1,440,11,21,0,12,0,4
1404,0.8,0.4,12,1,440,11,21,0,12,0,4
1405,0.8,0.4,12,1,440,11,21,0,12,0,4
1406,0.8,0.4,12,1,440,11,21,0,12,0,4
1407,0.8,0.4,12,1,440,11,21,0,12,0,4
1408,0.8,0.4,12,1,440,11,21,0,12,0,4
1409,0.8,0.4,12,1,440,11,21,0,12,0,4
1410,0.8,0.4,12,1,440,11,21,0,12,0,4
1411,0.8,0.4,12,1,440,11,21,0,12,0,4
1412,0.8,0.4,12,1,440,11,21,0,12,0,4
1413,0.8,0.4,12,1,440,11,21,0,12,0,4
1414,0.8,0.4,12,1,440,11,21,0,12,0,4
1415,0.8,0.4,11,1,441,10,21,0,11,0,4
1416,0.8,0.4,11,1,441,10,21,0,11,0,4
1417,0.8,0.4,10,1,442,9,21,0,10,0,4
1418,0.8,0.4,10,1,442,9,21,0,10,0,4
1419,0.8,0.4,9,1,443,8,21,0,9,0,4
1420,0.8,0.4,9,1,443,8,21,0,9,0,4
1421,0.8,0.4,9,1,443,8,21,0,9,0,4
1422,0.8,0.4,9,1,443,8,21,0,9,0,4
1423,0.8,0.4,9,1,443,8,21,0,9,0,4
1424,0.8,0.4,9,1,443,8,21,0,9,0,4
1425,0.8,0.4,9,1,443,8,21,0,9,0,4
1426,0.8,0.4,9,1,443,8,21,0,9,0,4
1427,0.8,0.4,8,1,444,7,21,0,8,0,4
1428,0.8,0.4,8,1,444,7,21,0,8,0,4
1429,0.8,0.4,8,1,444,7,21,0,8,0,4
1430,0.8,0.4,8,1,444,7,21,0,8,0,4
1431,0.8,0.4,8,1,444,7,21,0,8,0,4
1432,0.8,0.4,8,1,444,7,21,0,8,0,4
1433,0.8,0.4,8,1,444,7,21,0,8,0,4
1434,0.8,0.4,8,1,444,7,21,0,8,0,4
1435,0.8,0.4,8,1,444,7,21,0,8,0,4
1436,0.8,0.4,7,1,445,6,21,0,7,0,4
1437,0.8,0.4,7,1,445,6,21,0,7,0,4
1438,0.8,0.4,6,1,446,6,21,0,6,0,4
1439,0.8,0.4,6,1,446,6,21,0,6,0,4
1440,0.8,0.4,6,1,446,6,21,0,6,0,4
1441,0.8,0.4,6,1,446,6,21,0,6,0,4
1442,0.8,0.4,6,1,446,6,21,0,6,0,4
1443,0.8,0.4,6,1,446,6,21,0,6,0,4
1444,0.8,0.4,6,1,446,6,21,0,6,0,4
1445,0.8,0.4,6,1,446,6,21,0,6,0,4
1446,0.8,0.4,6,1,446,6,21,0,6,0,4
1447,0.8,0.4,6,1,446,6,21,0,6,0,4
1448,0.8,0.4,6,1,446,6,21,0,6,0,4
1449,0.8,0.4,6,1,446,6,21,0,6,0,4
1450,0.8,0.4,6,1,446,6,21,0,6,0,4
1451,0.8,0.4,6,1,446,6,21,0,6,0,4
1452,0.8,0.4,6,1,446,6,21,0,6,0,4
1453,0.8,0.4,6,1,446,6,21,0,6,0,4
1454,0.8,0.4,6,1,446,6,21,0,6,0,4
1455,0.8,0.4,6,1,446,6,21,0,6,0,4
1456,0.8,0.4,6,1,446,6,21,0,6,0,4
1457,0.8,0.4,6,1,446,6,21,0,6,0,4
1458,0.8,0.4,6,1,446,6,21,0,6,0,4
1459,0.8,0.4,6,1,446,6,21,0,6,0,4
1460,0.8,0.4,6,1,446,6,21,0,6,0,4
1461,0.8,0.4,6,1,446,6,21,0,6,0,4
1462,0.8,0.4,6,1,446,6,21,0,6,0,4
1463,0.8,0.4,6,1,446,6,21,0,6,0,4
1464,0.8,0.4,6,1,446,6,21,0,6,0,4
1465,0.8,0.4,6,1,446,6,21,0,6,0,4
1466,0.8,0.4,6,1,446,6,21,0,6,0,4
1467,0.8,0.4,6,1,446,6,21,0,6,0,4
1468,0.8,0.4,6,1,446,6,21,0,6,0,4
1469,0.8,0.4,6,1,446,6,21,0,6,0,4
1470,0.8,0.4,6,1,446,6,21,0,6,0,4
1471,0.8,0.4,6,1,446,6,21,0,6,0,4
1472,0.8,0.4,5,1,447,5,21,0,5,0,4
1473,0.8,0.4,5,1,447,5,21,0,5,0,4
1474,0.8,0.4,4,1,448,4,21,0,4,0,4
1475,0.8,0.4,5,0,448,5,21,0,5,1,4
1476,0.8,0.4,5,0,448,5,21,0,5,0,4
1477,0.8,0.4,5,0,448,5,21,0,5,0,4
1478,0.8,0.4,5,0,448,5,21,0,5,0,4
1479,0.8,0.4,5,0,448,5,21,0,5,0,4
1480,0.8,0.4,5,0,448,5,21,0,5,0,4
1481,0.8,0.4,5,0,448,5,21,0,5,0,4
1482,0.8,0.4,5,0,448,5,21,0,5,0,4
1483,0.8,0.4,5,0,448,5,21,0,5,0,4
1484,0.8,0.4,5,0,448,5,21,0,5,0,4
1485,0.8,0.4,5,0,448,5,21,0,5,0,4
1486,0.8,0.4,5,0,448,5,21,0,5,0,4
1487,0.8,0.4,5,0,448,5,21,0,5,0,4
1488,0.8,0.4,5,0,448,5,21,0,5,0,4
1489,0.8,0.4,5,0,448,5,21,0,5,0,4
1490,0.8,0.4,5,0,448,5,21,0,5,0,4
1491,0.8,0.4,5,0,448,5,21,0,5,0,4
1492,0.8,0.4,5,0,448,5,21,0,5,0,4
1493,0.8,0.4,5,0,448,5,21,0,5,0,4
1494,0.8,0.4,5,0,448,5,21,0,5,0,4
1495,0.8,0.4,5,0,448,5,21,0,5,0,4
1496,0.8,0.4,5,0,448,5,21,0,5,0,4
1497,0.8,0.4,5,0,448,5,21,0,5,0,4
1498,0.8,0.4,5,0,448,5,21,0,5,0,4
1499,0.8,0.4,5,0,448,5,21,0,5,0,4
1500,0.8,0.4,5,0,448,5,21,0,5,0,4
1501,0.8,0.4,5,0,448,5,21,0,5,0,4
1502,0.8,0.4,5,0,448,5,21,0,5,0,4
1503,0.8,0.4,5,0,448,5,21,0,5,0,4
1504,0.8,0.4,5,0,448,5,21,0,5,0,4
1505,0.8,0.4,4,0,449,4,21,0,4,0,4
1506,0.8,0.4,3,0,450,3,21,0,3,0,4
1507,0.8,0.4,3,0,450,3,21,0,3,0,4
1508,0.8,0.4,3,0,450,3,21,0,3,0,4
1509,0.8,0.4,3,0,450,3,21,0,3,0,4
1510,0.8,0.4,2,0,451,2,21,0,2,0,4
1511,0.8,0.4,2,0,451,2,21,0,2,0,4
1512,0.8,0.4,2,0,451,2,21,0,2,0,4
1513,0.8,0.4,2,0,451,2,21,0,2,0,4
1514,0.8,0.4,2,0,451,2,21,0,2,0,4
1515,0.8,0.4,2,0,451,2,21,0,2,0,4
1516,0.8,0.4,2,0,451,2,21,0,2,0,4
1517,0.8,0.4,2,0,451,2,21,0,2,0,4
1518,0.8,0.4,1,0,452,1,21,0,1,0,4
1519,0.8,0.4,1,0,452,1,21,0,1,0,4
1520,0.8,0.4,1,0,452,1,21,0,1,0,4
1521,0.8,0.4,1,0,452,1,21,0,1,0,4
1522,0.8,0.4,1,0,452,1,21,0,1,0,4
1523,0.8,0.4,1,0,452,1,21,0,1,0,4
1524,0.8,0.4,1,0,452,1,21,0,1,0,4
1525,0.8,0.4,1,0,452,1,21,0,1,0,4
1526,0.8,0.4,1,0,452,1,21,0,1,0,4
1527,0.8,0.4,1,0,452,1,21,0,1,0,4
1528,0.8,0.4,1,0,452,1,21,0,1,0,4
1529,0.8,0.4,1,0,452,1,21,0,1,0,4
1530,0.8,0.4,1,0,452,1,21,0,1,0,4
1531,0.8,0.4,1,0,452,1,21,0,1,0,4
1532,0.8,0.4,1,0,452,1,21,0,1,0,4
1533,0.8,0.4,1,0,452,1,21,0,1,0,4
1534,0.8,0.4,1,0,452,1,21,0,1,0,4
1535,0.8,0.4,1,0,452,1,21,0,1,0,4
1536,0.8,0.4,1,0,452,1,21,0,1,0,4
1537,0.8,0.4,1,0,452,1,21,0,1,0,4
1538,0.8,0.4,1,0,452,1,21,0,1,0,4
1539,0.8,0.4,1,0,452,1,21,0,1,0,4
1540,0.8,0.4,1,0,452,1,21,0,1,0,4
1541,0.8,0.4,1,0,452,1,21,0,1,0,4
1542,0.8,0.4,1,0,452,1,21,0,1,0,4
1543,0.8,0.4,1,0,452,1,21,0,1,0,4
1544,0.8,0.4,1,0,452,1,21,0,1,0,4
1545,0.8,0.4,1,0,452,1,21,0,1,0,4
1546,0.8,0.4,1,0,452,1,21,0,1,0,4
1547,0.8,0.4,1,0,452,1,21,0,1,0,4
1548,0.8,0.4,1,0,452,1,21,0,1,0,4
1549,0.8,0.4,1,0,452,1,21,0,1,0,4
1550,0.8,0.4,1,0,452,1,21,0,1,0,4
1551,0.8,0.4,1,0,452,1,21,0,1,0,4
1552,0.8,0.4,1,0,452,1,21,0,1,0,4
1553,0.8,0.4,1,0,452,1,21,0,1,0,4
1554,0.8,0.4,1,0,452,1,21,0,1,0,4
1555,0.8,0.4,1,0,452,1,21,0,1,0,4
1556,0.8,0.4,1,0,452,1,21,0,1,0,4
1557,0.8,0.4,1,0,452,1,21,0,1,0,4
1558,0.8,0.4,1,0,452,1,21,0,1,0,4
1559,0.8,0.4,1,0,452,1,21,0,1,0,4
1560,0.8,0.4,1,0,452,1,21,0,1,0,4
1561,0.8,0.4,1,0,452,1,21,0,1,0,4
1562,0.8,0.4,1,0,452,1,21,0,1,0,4
1563,0.8,0.4,1,0,452,1,21,0,1,0,4
1564,0.8,0.4,1,0,452,1,21,0,1,0,4
1565,0.8,0.4,1,0,452,1,21,0,1,0,4
1566,0.8,0.4,1,0,452,1,21,0,1,0,4
1567,0.8,0.4,1,0,452,1,21,0,1,0,4
1568,0.8,0.4,1,0,452,1,21,0,1,0,4
1569,0.8,0.4,1,0,452,1,21,0,1,0,4
1570,0.8,0.4,1,0,452,1,21,0,1,0,4
1571,0.8,0.4,1,0,452,1,21,0,1,0,4
1572,0.8,0.4,1,0,452,1,21,0,1,0,4
1573,0.8,0.4,1,0,452,1,21,0,1,0,4
1574,0.8,0.4,1,0,452,1,21,0,1,0,4
1575,0.8,0.4,1,0,452,1,21,0,1,0,4
1576,0.8,0.4,1,0,452,1,21,0,1,0,4
1577,0.8,0.4,1,0,452,1,21,0,1,0,4
1578,0.8,0.4,1,0,452,1,21,0,1,0,4
1579,0.8,0.4,1,0,452,1,21,0,1,0,4
1580,0.8,0.4,1,0,452,1,21,0,1,0,4
1581,0.8,0.4,1,0,452,1,21,0,1,0,4
1582,0.8,0.4,1,0,452,1,21,0,1,0,4
1583,0.8,0.4,1,0,452,1,21,0,1,0,4
1584,0.8,0.4,1,0,452,1,21,0,1,0,4
1585,0.8,0.4,1,0,452,1,21,0,1,0,4
1586,0.8,0.4,1,0,452,1,21,0,1,0,4
1587,0.8,0.4,1,0,452,1,21,0,1,0,4
1588,0.8,0.4,1,0,452,1,21,0,1,0,4
1589,0.8,0.4,1,0,452,1,21,0,1,0,4
1590,0.8,0.4,1,0,452,1,21,0,1,0,4
1591,0.8,0.4,1,0,452,1,21,0,1,0,4
1592,0.8,0.4,1,0,452,1,21,0,1,0,4
1593,0.8,0.4,1,0,452,1,21,0,1,0,4
1594,0.8,0.4,1,0,452,1,21,0,1,0,4
1595,0.8,0.4,1,0,452,1,21,0,1,0,4
1596,0.8,0.4,1,0,452,1,21,0,1,0,4
1597,0.8,0.4,1,0,452,1,21,0,1,0,4
1598,0.8,0.4,1,0,452,1,21,0,1,0,4
1599,0.8,0.4,1,0,452,1,21,0,1,0,4
1600,0.8,0.4,1,0,452,1,21,0,1,0,4
1601,0.8,0.4,1,0,452,1,21,0,1,0,4
1602,0.8,0.4,1,0,452,1,21,0,1,0,4
1603,0.8,0.4,1,0,452,1,21,0,1,0,4
1604,0.8,0.4,1,0,452,1,21,0,1,0,4
1605,0.8,0.4,1,0,452,1,21,0,1,0,4
1606,0.8,0.4,1,0,452,1,21,0,1,0,4
1607,0.8,0.4,1,0,452,1,21,0,1,0,4
1608,0.8,0.4,1,0,452,1,21,0,1,0,4
1609,0.8,0.4,1,0,452,1,21,0,1,0,4
1610,0.8,0.4,1,0,452,1,21,0,1,0,4
1611,0.8,0.4,1,0,452,1,21,0,1,0,4
1612,0.8,0.4,1,0,452,1,21,0,1,0,4
1613,0.8,0.4,1,0,452,1,21,0,1,0,4
1614,0.8,0.4,1,0,452,1,21,0,1,0,4
1615,0.8,0.4,1,0,452,1,21,0,1,0,4
1616,0.8,0.4,1,0,452,1,21,0,1,0,4
1617,0.8,0.4,1,0,452,1,21,0,1,0,4
1618,0.8,0.4,1,0,452,1,21,0,1,0,4
1619,0.8,0.4,1,0,452,1,21,0,1,0,4
1620,0.8,0.4,1,0,452,1,21,0,1,0,4
1621,0.8,0.4,1,0,452,1,21,0,1,0,4
1622,0.8,0.4,1,0,452,1,21,0,1,0,4
1623,0.8,0.4,1,0,452,1,21,0,1,0,4
1624,0.8,0.4,1,0,452,1,21,0,1,0,4
1625,0.8,0.4,1,0,452,1,21,0,1,0,4
1626,0.8,0.4,1,0,452,1,21,0,1,0,4
1627,0.8,0.4,1,0,452,1,21,0,1,0,4
1628,0.8,0.4,1,0,452,1,21,0,1,0,4
1629,0.8,0.4,1,0,452,1,21,0,1,0,4
1630,0.8,0.4,1,0,452,1,21,0,1,0,4
1631,0.8,0.4,1,0,452,1,21,0,1,0,4
1632,0.8,0.4,1,0,452,1,21,0,1,0,4
1633,0.8,0.4,1,0,452,1,21,0,1,0,4
1634,0.8,0.4,1,0,452,1,21,0,1,0,4
1635,0.8,0.4,1,0,452,1,21,0,1,0,4
1636,0.8,0.4,1,0,452,1,21,0,1,0,4
1637,0.8,0.4,1,0,452,1,21,0,1,0,4
1638,0.8,0.4,1,0,452,1,21,0,1,0,4
1639,0.8,0.4,1,0,452,1,21,0,1,0,4
1640,0.8,0.4,1,0,452,1,21,0,1,0,4
1641,0.8,0.4,1,0,452,1,21,0,1,0,4
1642,0.8,0.4,1,0,452,1,21,0,1,0,4
1643,0.8,0.4,0,0,453,0,21,0,0,0,4
